@relation os_identification

@attribute os_class string
@attribute os_name string
@attribute features string

@data
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CA-D6%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=7)|OPS(O1=M400CST11NW5|M400CST11NW6|M400CST11NW7%O2=M400CST11NW5|M400CST11NW6|M400CST11NW7%O3=M400CNNT11NW5|M400CNNT11NW6|M400CNNT11NW7%O4=M400CST11NW5|M400CST11NW6|M400CST11NW7%O5=M400CST11NW5|M400CST11NW6|M400CST11NW7%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW5|M400CNNSNW6|M400CNNSNW7%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW5|M400CST11NW6|M400CST11NW7%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C0-D7%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=7|8)|OPS(O1=M400CST11NW4%O2=M400CST11NW4%O3=M400CNNT11NW4%O4=M400CST11NW4%O5=M400CST11NW4%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW4%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW4%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C2-CE%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=A)|OPS(O1=M400CST11NW5%O2=M400CST11NW5%O3=M400CNNT11NW5%O4=M400CST11NW5%O5=M400CST11NW5%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW5%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CB-D5%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=A)|OPS(O1=M400CST11NW5%O2=M400CST11NW5%O3=M400CNNT11NW5%O4=M400CST11NW5%O5=M400CST11NW5%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW5%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW5%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CF-D9%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=A)|OPS(O1=M400CST11NW6%O2=M400CST11NW6%O3=M400CNNT11NW6%O4=M400CST11NW6%O5=M400CST11NW6%O6=M400CST11)|WIN(W1=3000%W2=3000%W3=3000%W4=3000%W5=3000%W6=3000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=3000%O=M400CNNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=3000%S=O%A=S+%F=AS%O=M400CST11NW6%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=A7-101%GCD=1-6%ISR=EA-FE%TI=Z%II=I%TS=7)|OPS(O1=M400CST11NW1%O2=M400CST11NW1%O3=M400CNNT11NW1%O4=M400CST11NW1%O5=M400CST11NW1%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW1%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW1%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=BF-C9%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=8)|OPS(O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW6%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CD-D7%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=7)|OPS(O1=M5ACST11NW2%O2=M5ACST11NW2%O3=M5ACNNT11NW2%O4=M5ACST11NW2%O5=M5ACST11NW2%O6=M5ACST11)|WIN(W1=1680%W2=1680%W3=1680%W4=1680%W5=1680%W6=1680)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16B0%O=M5ACNNSNW2%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=1680%S=O%A=S+%F=AS%O=M5ACST11NW2%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CB-D7%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=A)|OPS(O1=M5ACST11NW6%O2=M5ACST11NW6%O3=M5ACNNT11NW6%O4=M5ACST11NW6%O5=M5ACST11NW6%O6=M5ACST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5ACNNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M5ACST11NW6%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=7B49%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CF-D9%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=8)|OPS(O1=M400CST11NW4|M400CST11NW6|M400CST11NW7%O2=M400CST11NW4|M400CST11NW6|M400CST11NW7%O3=M400CNNT11NW4|M400CNNT11NW6|M400CNNT11NW7%O4=M400CST11NW4|M400CST11NW6|M400CST11NW7%O5=M400CST11NW4|M400CST11NW6|M400CST11NW7%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW4|M400CNNSNW6|M400CNNSNW7%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CC-D6%GCD=1-6%ISR=EA-F4%TI=Z%TS=U)|OPS(O1=M5B4NNSNW5%O2=M5B4NNSNW5%O3=M5B4NW5%O4=M5B4NNSNW5%O5=M5B4NNSNW5%O6=M5B4NNS)|WIN(W1=16D0%W2=16D0%W3=16D0%W4=16D0%W5=16D0%W6=16D0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(R=N)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C8-D2%GCD=1-6%ISR=CC-D6%TI=Z%TS=8)|OPS(O1=M400CST11NW6%O2=M400CST11NW6%O3=M400CNNT11NW6%O4=M400CST11NW6%O5=M400CST11NW6%O6=M400CST11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CST11NW6%RD=0%Q=)|T4(R=N)|T5(R=N)|T6(R=N)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(R=N)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CB-F5%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=A)|OPS(O1=M557ST11NW6%O2=M557ST11NW6%O3=M557NNT11NW6%O4=M557ST11NW6%O5=M557ST11NW6%O6=M557ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M557NNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C9-D3%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=8)|OPS(O1=M400CST11NW5%O2=M400CST11NW5%O3=M400CNNT11NW5%O4=M400CST11NW5%O5=M400CST11NW5%O6=M400CST11)|WIN(W1=3000%W2=3000%W3=3000%W4=3000%W5=3000%W6=3000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=3000%O=M400CNNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=3000%S=O%A=S+%F=AS%O=M400CST11NW5%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C4-CE%GCD=1-6%ISR=CA-D4%TI=Z%II=I%TS=8)|OPS(O1=M529ST11NW6%O2=M529ST11NW6%O3=M529NNT11NW6%O4=M529ST11NW6%O5=M529ST11NW6%O6=M529ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M529NNSNW6%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M529ST11NW6%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CD-D7%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=8)|OPS(O1=M5B4ST11NW5%O2=M5B4ST11NW5%O3=M5B4NNT11NW5%O4=M5B4ST11NW5%O5=M5B4ST11NW5%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW5%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CE-D8%GCD=1-6%ISR=EA-F4%TI=Z%TS=7|8)|OPS(O1=M5B4ST11NW5%O2=M5B4ST11NW5%O3=M5B4NNT11NW5%O4=M5B4ST11NW5%O5=M5B4ST11NW5%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M5B4NNSNW5%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=O|S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=0-FFFF%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=CD-D7%GCD=1-6%ISR=EA-F4%TI=Z%II=I%TS=8)|OPS(O1=M400CNNT11NW9%O2=M400CNNT11NW9%O3=M400CNNT11NW9%O4=M400CNNT11NW9%O5=M400CNNT11NW9%O6=M400CNNT11)|WIN(W1=8000%W2=8000%W3=8000%W4=8000%W5=8000%W6=8000)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8018%O=M400CNW9%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=8000%S=O%A=S+%F=AS%O=M400CNNT11NW9%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=D1-E5%GCD=1-6%ISR=E9-F3%TI=Z%II=I%TS=A)|OPS(O1=M536ST11NW7%O2=M536ST11NW7%O3=M536NNT11NW7%O4=M536ST11NW7%O5=M536ST11NW7%O6=M536ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M536NNSNW7%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M536ST11NW7%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Linux | Linux | 2.6.X | general purpose','general purpose','SEQ(SP=C0-CA%GCD=1-6%ISR=C7-D1%TI=Z%II=I%TS=A)|OPS(O1=M5B4ST11NW5%O2=M5B4ST11NW5%O3=M5B4NNT11NW5%O4=M5B4ST11NW5%O5=M5B4ST11NW5%O6=M5B4ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=N|Y%T=3B-45|FA-104%TG=40|FF%W=0|100|16D0%O=|M5B4NNSNW5%CC=N|S%Q=|R)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N|Y%T=FA-104%TG=FF%W=0|100%S=O%A=O%F=EUF|EUPF|EUPR|EUPRS%O=%RD=0%Q=)|T3(R=Y%DF=N|Y%T=3B-45|FA-104%TG=40|FF%W=0|100|16A0%S=O%A=O|S+%F=AS|EUF|EUPF|EUPR|EUPRS%O=|M5B4ST11NW5%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N|Y%T=3B-45|FA-104%TG=40|FF%W=0|100%S=O|Z%A=O|S+%F=AR|EUF|EUPF|EUPR|EUPRS%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
